GDP_per_Capita,Social_Support,Healthy_Life_Expectancy,Freedom,Generosity,Corruption_Perception,Unemployment_Rate,Education_Index,Population,Urbanization_Rate,Life_Satisfaction,Public_Trust,Mental_Health_Index,Income_Inequality,Public_Health_Expenditure,Climate_Index,Work_Life_Balance,Internet_Access,Crime_Rate,Political_Stability,Employment_Rate
27048.9,0.83,51.91,0.66,0.33,0.41,13.62,0.61,135863417,75.16,5.7,0.7,51.37,54.47,9.07,46.66,8.88,91.1,14.1,0.87,54.21
14404.28,0.57,61.54,0.56,-0.1,0.05,12.96,0.54,642028272,42.41,7.6,0.76,67.07,20.63,8.55,89.63,7.8,64.09,49.26,0.97,78.0
14181.34,0.78,81.36,0.65,0.19,0.56,10.51,0.92,459333396,46.74,4.97,0.22,61.51,21.84,5.28,38.76,4.57,71.83,11.12,0.89,53.72
21435.45,0.74,84.83,0.36,-0.16,0.99,8.8,0.94,933864463,42.82,6.22,0.24,41.95,52.46,3.68,80.26,8.08,85.83,66.73,0.93,75.41
25811.72,0.34,57.61,0.63,0.13,0.69,17.57,0.54,172327957,48.83,5.17,0.59,75.72,31.62,4.84,83.57,3.34,59.11,10.17,0.96,56.49
45639.55,0.32,84.91,0.17,0.37,0.33,2.12,0.87,548515888,44.78,7.57,0.11,55.09,34.03,6.79,50.15,5.26,79.97,70.69,0.81,78.15
58451.14,0.68,62.38,0.7,-0.0,0.67,11.41,0.52,1085840336,68.86,6.25,0.55,50.79,43.66,4.88,73.27,7.87,57.9,56.86,0.33,50.48
17397.4,0.86,82.6,0.35,0.09,0.62,15.2,0.65,887182012,69.71,5.36,0.69,80.59,40.9,3.68,51.52,3.85,90.26,66.3,0.0,66.02
54764.11,0.27,72.49,0.78,0.32,0.37,14.29,0.97,343242579,78.82,5.76,0.93,57.21,23.32,6.67,37.66,4.52,72.36,45.89,0.1,85.38
39552.48,0.15,78.05,0.02,0.06,0.56,9.39,0.94,1162851204,60.56,4.68,0.17,59.43,46.47,7.0,86.12,7.89,63.19,67.97,0.88,81.5
10199.19,0.36,63.48,0.95,-0.02,0.08,14.91,1.0,906760772,35.75,6.79,0.94,92.37,49.06,6.4,56.97,3.65,55.74,31.84,0.85,50.73
45360.7,0.84,57.27,0.71,-0.17,0.28,7.58,0.53,954731661,77.65,6.08,0.67,67.99,25.14,3.69,91.11,6.59,54.02,42.92,0.34,58.68
2248.67,0.06,79.83,0.65,-0.06,1.0,13.92,0.59,1004972240,86.76,8.93,0.79,95.57,54.47,6.98,44.59,5.33,65.93,32.9,0.6,74.11
15473.32,0.85,83.79,0.33,0.08,0.76,12.5,0.51,71784371,52.86,4.58,0.19,77.84,36.67,3.02,92.55,3.62,61.11,13.47,0.96,80.94
45971.72,0.43,82.1,0.38,-0.13,0.4,11.16,0.8,822252474,64.77,7.26,0.38,71.12,45.89,9.28,91.39,7.87,77.87,13.09,0.04,90.84
5802.03,0.04,64.72,0.35,0.38,0.47,8.34,0.79,1019236560,73.75,6.45,0.82,52.23,26.12,8.44,37.81,7.0,54.65,56.23,0.97,94.47
44462.75,0.21,74.96,0.28,0.48,0.78,10.21,0.88,643665779,38.63,7.52,0.24,45.35,24.05,8.3,44.99,7.6,65.01,75.92,0.3,76.16
36699.22,0.01,81.56,0.92,0.16,0.79,6.19,0.8,1454837222,68.67,5.18,0.44,79.46,47.91,2.78,71.96,3.57,53.79,17.51,0.06,70.43
57229.75,0.7,77.41,0.12,0.41,0.74,4.62,0.62,1187972152,50.49,7.36,0.37,49.64,24.87,6.13,85.12,5.49,68.11,11.21,0.93,73.85
27280.59,0.05,83.32,0.43,0.02,0.29,13.02,0.85,1219818430,88.79,6.79,0.41,82.2,49.61,6.81,79.66,5.79,70.72,63.82,0.4,71.0
45249.23,0.26,62.66,0.81,0.27,0.01,7.24,0.77,997218092,89.07,8.2,0.56,54.39,47.01,9.19,42.24,5.94,78.86,16.58,0.67,78.21
31214.13,0.01,78.99,0.53,0.12,0.03,19.73,0.67,503643300,36.66,4.26,0.48,88.54,23.77,9.54,82.33,5.46,61.31,44.2,0.24,83.37
39574.17,0.99,74.56,0.11,0.39,0.24,2.96,0.95,665786722,62.29,8.68,0.8,98.42,42.34,6.6,99.01,6.4,76.47,61.04,0.7,66.34
23987.94,0.52,61.79,0.48,-0.16,0.29,18.44,0.91,1060885022,48.66,8.17,0.75,97.84,51.33,8.37,90.97,7.75,53.05,78.45,0.56,81.24
5032.75,1.0,80.37,0.47,-0.02,0.22,6.1,0.76,900604,37.55,6.3,0.99,95.03,22.47,2.49,77.53,6.31,43.4,49.67,0.73,84.46
20198.03,0.51,70.54,0.91,0.12,0.68,3.23,0.77,1491240478,41.59,6.03,0.64,64.6,23.56,8.82,82.15,7.03,87.36,21.13,0.24,75.21
11186.74,0.64,65.72,0.13,-0.05,0.76,11.38,0.52,464176855,45.57,6.43,0.15,56.95,37.51,5.57,83.88,5.55,48.74,28.33,0.71,74.2
30649.25,0.0,71.58,0.6,0.16,0.78,8.15,0.85,77751495,52.64,7.45,0.36,43.64,52.23,4.31,74.32,7.3,52.63,15.86,0.12,59.13
49208.01,0.88,68.84,0.62,0.43,0.08,12.67,0.75,1057273344,40.08,8.18,0.27,66.5,52.22,4.77,50.99,3.11,44.97,74.54,0.62,60.18
13198.05,0.28,68.95,0.27,0.46,0.6,5.82,0.83,1179336906,69.06,4.56,0.34,52.92,27.22,8.81,44.46,4.78,48.53,39.91,0.17,78.33
48974.1,0.06,72.85,0.25,0.38,0.38,12.92,0.7,1479673495,74.36,5.56,0.63,60.71,26.42,5.11,44.18,8.35,41.28,45.29,0.94,96.99
3619.32,0.23,65.57,0.12,0.28,0.99,2.04,0.62,582683926,60.07,7.92,0.45,96.12,28.77,7.43,78.78,6.36,59.85,39.53,0.72,57.66
39640.74,0.32,57.83,0.76,0.38,0.98,10.6,0.81,593111744,56.14,8.1,0.09,52.61,48.74,5.14,49.28,3.64,59.94,31.75,0.39,96.78
6328.8,0.24,81.31,0.7,0.45,0.45,13.1,0.78,649620998,33.72,7.73,0.41,83.52,50.63,2.3,95.61,7.37,47.44,45.64,0.6,71.34
13218.0,0.17,52.96,0.01,-0.0,0.89,14.23,0.94,833692025,31.85,4.52,0.26,89.48,53.47,6.36,72.44,8.9,57.15,69.96,0.41,80.87
44590.82,0.38,79.3,0.86,0.34,0.03,16.1,0.95,670021126,43.39,5.76,0.89,74.3,45.91,9.72,47.47,5.74,69.77,54.99,0.85,50.17
40425.98,0.75,82.62,0.26,-0.03,0.2,7.73,0.68,930211722,32.66,6.93,0.49,50.75,43.67,2.12,41.53,7.28,63.36,27.54,0.2,77.27
13562.12,0.37,59.12,0.18,-0.05,0.2,14.48,0.69,937423602,49.29,4.29,0.74,95.12,31.43,8.29,99.2,7.65,86.8,53.24,0.34,70.12
1650.66,0.25,77.47,0.75,0.49,0.27,17.41,0.51,1292998249,56.69,6.97,0.0,94.7,55.58,4.65,34.21,8.82,79.05,61.78,0.81,91.37
39740.7,0.13,64.2,0.14,-0.17,0.55,15.82,0.91,79078136,49.51,7.21,0.44,52.87,56.78,5.01,37.36,5.62,43.88,60.05,0.33,82.99
3734.84,0.67,71.01,0.2,0.2,0.12,9.72,0.54,380429029,48.79,6.28,0.44,49.92,28.38,7.77,46.38,7.37,84.44,43.16,0.58,54.64
50159.36,0.24,52.49,0.47,-0.17,0.26,19.9,0.75,182288910,67.2,7.34,0.08,78.07,23.84,3.18,36.03,7.99,62.16,58.72,0.25,50.83
16456.56,0.04,51.87,0.62,0.17,0.65,11.64,0.87,277497072,80.09,5.03,0.61,83.38,22.91,3.24,84.76,7.38,84.7,78.36,0.64,67.9
37349.82,0.11,82.79,0.15,0.17,0.02,16.9,0.63,253761448,69.87,6.13,0.89,52.62,59.82,8.82,81.29,5.5,94.05,63.47,0.35,91.78
7711.99,0.75,58.2,0.8,-0.19,0.21,11.89,0.96,798078188,64.66,8.92,0.48,57.3,22.13,6.33,88.21,4.89,69.59,28.01,0.92,77.6
46676.12,0.69,60.77,0.09,0.42,0.13,3.89,0.51,1442684526,63.32,8.64,0.32,47.44,42.75,6.1,94.66,7.58,87.44,54.85,0.07,82.13
38765.33,0.55,73.7,0.46,0.43,0.15,15.89,0.66,568952216,81.4,7.99,0.09,44.6,45.33,2.67,77.78,8.13,75.73,70.96,0.98,77.08
46960.32,0.63,53.14,0.29,0.34,0.39,3.8,0.97,816629192,54.01,7.88,0.59,55.76,48.13,7.26,60.87,7.27,80.22,45.58,0.4,79.22
34891.59,0.36,77.46,1.0,0.48,0.65,7.07,0.74,761403832,81.64,4.68,0.57,90.28,53.26,6.89,65.93,4.85,67.2,73.28,0.38,73.38
27425.59,0.25,57.66,0.21,0.05,0.84,4.49,0.91,1428001265,45.22,5.8,0.29,62.6,30.41,2.98,81.0,7.02,51.8,62.77,0.74,62.22
35345.16,0.29,61.94,0.08,0.33,0.86,16.34,0.81,1369899109,73.05,4.65,0.28,62.36,27.77,2.76,67.31,5.42,56.3,23.69,0.18,84.21
43019.09,0.25,72.82,0.47,-0.11,0.85,8.26,0.97,1457229654,89.48,8.58,0.14,74.5,26.51,9.01,59.61,3.58,89.43,59.35,0.62,62.02
51509.62,0.93,73.44,0.45,0.39,0.01,16.91,0.58,479974511,85.88,4.32,0.22,78.08,38.24,9.56,73.86,6.72,91.71,54.16,0.28,71.92
32411.52,0.43,71.71,0.05,0.45,0.19,8.6,0.69,1126117953,71.11,6.77,0.58,95.56,36.59,7.76,39.2,5.36,85.21,25.84,0.11,67.37
13051.79,0.05,58.5,0.42,0.1,0.52,5.59,0.59,1431281546,42.47,6.39,0.88,83.09,43.04,5.92,40.57,7.36,86.43,52.09,0.47,87.49
55150.35,1.0,77.89,0.46,-0.17,0.45,18.3,0.81,1041969868,34.72,6.92,0.82,65.07,27.71,5.76,71.43,7.74,75.79,20.66,0.74,81.84
44962.83,0.72,51.86,0.07,-0.17,0.17,8.87,0.61,1265332729,30.58,4.14,0.51,82.93,58.17,8.13,32.71,6.44,94.31,41.47,0.96,69.33
1975.83,0.71,67.1,0.89,0.27,0.11,5.46,0.71,543515342,70.36,7.34,0.22,91.12,50.37,3.58,47.15,5.62,51.45,74.95,0.29,65.81
15246.39,0.79,57.83,0.54,-0.19,0.92,9.23,0.75,1330553353,39.48,7.41,0.79,56.07,38.28,3.78,77.08,7.84,82.86,13.79,0.05,87.23
10758.65,0.89,67.62,0.67,0.26,0.2,8.55,0.96,511057231,56.66,5.23,0.87,74.95,48.23,2.47,72.62,7.79,44.83,66.73,0.2,72.45
33554.98,0.43,77.14,0.82,0.26,0.6,12.81,0.83,721784498,59.65,6.87,0.72,48.73,59.3,3.98,57.01,8.42,44.68,61.44,0.93,93.68
7876.13,0.2,50.58,0.07,0.39,0.12,5.85,0.64,1292198728,77.34,7.81,0.21,47.75,21.95,6.33,52.37,7.32,65.96,51.8,0.55,53.21
5201.2,0.76,54.96,0.2,0.07,0.64,6.23,0.79,387926082,65.09,5.97,0.62,50.73,31.84,3.54,81.86,8.35,81.0,46.32,0.68,51.38
8783.86,0.3,73.97,0.86,0.11,0.17,4.5,0.88,1058453678,58.79,7.57,0.88,88.15,20.77,3.16,72.03,7.27,73.98,71.8,0.81,88.58
50321.0,0.48,73.22,0.65,0.5,0.57,17.08,0.95,901975,30.48,8.23,0.16,56.69,20.19,2.38,92.29,7.62,77.23,79.76,0.15,87.24
55133.96,0.04,74.77,0.16,-0.18,0.07,5.9,0.69,973796612,66.05,5.47,0.0,80.25,44.05,6.73,63.73,4.91,55.81,61.65,0.14,67.86
51280.64,0.27,71.44,0.32,0.35,0.15,12.03,0.87,50138813,35.08,7.81,0.77,70.57,25.09,5.63,83.78,4.78,57.83,79.58,0.65,55.96
27789.26,0.73,78.93,0.43,-0.13,0.17,14.47,0.94,653026580,53.27,8.33,0.32,55.1,46.79,2.7,60.61,6.62,51.76,63.67,0.43,66.38
16187.26,0.57,69.52,0.47,-0.0,0.34,6.99,0.55,243205866,70.05,4.76,0.24,99.73,53.02,8.16,30.2,3.26,48.62,64.04,0.66,57.43
24479.48,0.93,79.78,0.38,0.15,0.48,2.31,0.56,1054608486,58.37,5.21,0.24,66.05,41.89,6.56,42.38,3.25,68.05,42.64,0.1,55.68
45814.15,0.42,55.39,0.45,-0.14,0.76,12.67,0.62,1291324562,70.9,6.15,0.71,83.14,22.27,3.39,84.3,5.93,88.02,12.71,0.75,85.6
57774.41,0.95,63.96,0.39,-0.06,0.58,7.02,0.81,1318873194,46.23,8.28,0.74,89.93,38.97,5.01,56.95,4.22,59.28,38.27,0.75,51.35
6991.84,0.19,64.59,0.82,0.3,0.74,2.52,0.58,832969045,67.71,8.38,0.87,57.93,29.69,7.81,30.31,3.26,52.97,59.96,0.45,53.15
11461.36,0.23,73.71,0.32,-0.02,0.28,2.32,0.85,1021432175,63.08,4.24,0.87,71.28,51.06,4.5,62.75,7.87,50.7,39.1,0.02,71.83
53456.45,0.99,72.05,0.19,0.43,0.12,16.86,0.52,369141068,43.35,7.84,0.99,83.66,44.35,2.83,45.85,5.38,47.47,68.76,0.28,74.71
44805.0,0.78,60.64,0.82,-0.1,0.64,14.37,0.97,738929546,33.25,8.03,0.69,89.11,21.95,8.4,94.97,8.97,84.19,49.92,0.04,55.5
52315.8,0.37,55.61,0.93,0.18,0.28,2.33,0.56,407400773,48.37,8.23,0.77,91.46,26.83,8.72,97.09,7.74,89.04,57.16,0.92,54.89
3229.2,0.79,80.11,0.25,0.25,0.17,5.04,0.5,628726198,48.24,5.37,0.29,89.62,48.16,7.72,52.73,8.41,51.43,47.84,0.02,74.11
59046.91,0.85,83.69,0.27,0.44,0.2,12.49,0.7,1134610760,51.45,5.32,0.82,55.56,20.9,2.56,45.75,6.3,52.24,39.02,0.11,63.2
12546.21,0.08,60.59,0.32,0.26,0.57,13.88,0.53,1333146007,87.1,5.51,0.67,47.08,24.81,6.45,33.93,8.16,59.13,59.33,0.27,50.54
39182.41,0.46,69.68,0.25,0.48,0.95,19.18,0.75,466821331,50.46,6.49,0.52,40.06,53.89,8.02,74.38,4.37,60.89,59.53,0.8,68.12
3616.46,0.69,72.14,0.81,0.43,0.58,19.95,0.85,1066421057,33.48,6.14,0.95,84.53,26.02,3.91,49.78,4.64,57.8,34.25,0.95,91.74
1274.02,0.01,80.7,0.91,-0.05,0.56,6.33,0.88,1136794689,81.2,6.59,0.6,43.78,44.6,7.26,57.87,6.22,85.28,26.07,0.95,91.27
48051.85,0.05,65.4,0.82,-0.05,0.01,17.96,0.9,495312623,67.67,7.1,0.28,89.49,42.52,3.78,76.05,8.53,66.45,61.35,0.26,82.87
31918.22,0.21,58.49,0.65,0.08,0.92,7.2,0.8,259584072,78.69,6.41,0.71,86.39,23.17,9.48,97.93,5.14,76.65,69.2,0.26,82.75
29568.57,0.46,58.23,0.86,0.22,0.39,15.15,0.69,746546566,55.91,6.17,0.3,62.04,51.07,3.35,83.52,4.44,59.79,69.97,0.15,55.68
42474.97,0.51,61.18,0.37,-0.2,0.18,16.61,0.57,726391000,45.46,7.18,0.0,84.71,25.94,5.3,88.83,5.66,74.07,66.22,0.08,80.71
48858.22,0.06,66.11,0.72,-0.03,0.74,10.18,0.97,720804181,80.95,7.86,0.08,45.35,59.92,3.73,82.86,5.33,93.69,63.47,0.96,50.34
36944.14,0.74,67.32,0.43,0.37,0.32,10.82,0.67,1000833449,54.05,8.82,0.97,78.57,41.33,6.05,36.21,3.9,72.67,68.42,0.78,82.99
41287.4,0.77,56.32,0.42,0.04,0.82,16.18,0.97,1472633610,32.17,7.91,0.59,64.42,44.37,2.31,63.13,3.73,69.71,65.4,0.52,78.17
3139.04,0.36,67.57,0.45,0.19,0.51,9.57,0.71,239585901,47.36,8.89,0.38,49.84,58.41,4.04,53.89,4.03,62.02,64.31,0.66,96.5
30814.59,0.93,63.14,0.89,0.04,0.84,19.46,0.83,1194240877,50.87,5.03,0.72,53.38,46.43,4.43,53.11,8.76,91.74,73.32,0.76,80.18
24837.19,0.55,76.8,0.92,-0.06,0.76,9.53,0.51,974915003,51.54,6.7,0.73,92.59,23.51,8.93,83.21,7.3,67.37,37.38,0.32,85.37
35732.65,0.9,67.88,0.31,-0.18,0.48,18.44,0.98,1492016666,77.5,4.32,0.15,53.26,55.74,5.11,47.67,4.6,62.35,48.07,0.95,68.48
21111.72,0.84,70.33,0.91,-0.02,0.89,2.06,0.85,1196093772,50.16,8.3,0.45,74.64,49.94,8.13,85.78,5.64,48.69,49.74,0.51,92.07
5463.04,0.32,73.61,0.33,0.06,0.81,6.9,0.5,746189011,73.37,6.17,0.97,98.23,22.6,2.03,37.38,4.04,52.22,49.04,0.78,79.75
7554.74,0.2,68.54,0.88,0.01,0.65,15.06,0.67,361409866,46.68,5.3,0.97,96.65,25.27,9.59,36.76,5.77,72.72,62.42,0.49,73.33
25957.85,0.44,63.92,0.75,0.32,0.48,17.93,0.77,1330793566,35.59,7.13,0.45,51.25,57.24,9.25,82.38,5.9,47.44,69.91,0.11,86.95
2413.72,0.78,77.52,0.75,-0.14,0.07,10.97,0.55,122269089,60.51,7.65,0.69,96.41,25.23,7.22,49.7,4.52,67.65,64.79,0.94,60.37
13877.9,0.32,83.37,0.04,0.09,0.68,5.13,0.98,310121367,72.59,4.01,0.33,96.91,35.09,6.46,87.31,8.31,84.97,25.42,0.71,63.93
22487.93,0.54,67.5,0.74,0.23,0.8,12.28,0.72,1165215835,52.37,6.73,0.39,90.18,34.58,9.63,38.01,7.95,68.64,65.93,0.51,73.41
29298.29,0.61,55.85,0.26,0.17,0.09,4.39,0.93,1086429154,68.82,5.67,0.21,90.99,20.44,6.27,72.12,5.58,49.33,25.32,0.26,65.26
26551.49,0.07,61.93,0.52,0.2,0.82,5.11,0.79,297099921,67.69,6.51,0.56,91.01,50.33,4.02,62.12,3.96,70.69,41.0,0.61,64.88
18574.7,0.35,76.17,0.13,0.0,0.32,15.52,0.56,1224889973,84.49,8.94,0.76,42.75,44.04,9.52,47.13,8.01,70.67,14.43,0.74,50.57
56766.2,0.81,64.02,0.75,0.14,0.43,2.99,0.71,1027062857,37.26,6.49,0.28,44.94,51.83,4.43,46.44,6.49,52.62,70.41,0.16,90.27
5937.18,0.66,57.5,0.97,0.22,0.54,8.66,0.75,1063947394,60.45,6.84,0.48,78.24,44.32,3.91,53.63,6.7,91.93,77.39,0.79,68.88
34383.26,0.83,83.99,0.96,-0.1,0.31,13.58,0.83,371057340,58.55,4.35,0.4,81.53,55.56,5.96,61.2,3.13,58.68,51.65,0.34,93.28
3687.46,0.03,66.37,0.76,0.27,0.57,15.25,0.8,133470835,63.17,6.99,0.23,89.7,43.42,5.56,78.46,4.0,52.82,74.73,0.78,78.59
49334.6,0.95,82.92,0.73,0.17,0.6,4.78,0.66,956858691,57.01,7.42,0.28,86.69,23.97,3.28,75.87,7.65,63.94,74.81,0.81,64.34
44880.47,0.58,75.79,0.81,0.11,0.48,10.28,0.94,366437494,87.74,5.25,0.96,49.51,39.69,8.65,46.37,8.95,44.79,38.25,0.07,80.81
56218.43,0.67,84.33,0.81,0.47,0.36,3.35,0.64,315176660,65.39,6.23,0.14,88.44,54.75,2.92,77.75,3.74,50.08,11.43,0.2,70.32
44423.08,0.57,54.85,0.99,-0.05,0.72,7.73,0.57,1449091915,89.13,6.81,0.08,81.22,40.14,9.57,44.29,5.25,65.49,52.43,0.6,78.98
8139.93,0.61,79.12,0.58,0.14,0.91,6.47,0.73,1492778330,89.25,4.47,0.96,92.99,23.42,2.25,70.64,7.94,47.65,70.8,0.78,80.22
53528.55,0.91,73.43,0.64,0.43,0.8,10.16,0.79,527252725,60.49,6.73,0.27,58.56,35.85,8.87,90.61,4.83,79.44,30.98,0.66,55.79
24678.2,0.96,73.32,0.54,0.13,0.69,5.37,0.72,1161851174,49.18,4.28,0.66,87.46,41.56,2.1,37.11,6.6,49.64,27.08,0.61,73.43
50090.4,0.5,83.55,0.7,0.08,0.47,6.1,0.68,255976509,38.69,6.78,0.25,81.86,58.13,2.7,61.69,5.67,54.84,27.31,0.81,84.94
56747.66,0.3,78.88,0.73,0.5,0.58,19.07,0.7,582970483,77.22,6.42,0.24,47.48,25.08,2.96,46.67,7.0,80.16,26.37,0.07,83.7
22428.16,0.35,50.34,0.9,0.23,0.89,16.62,0.87,689152127,41.07,8.69,0.1,92.34,47.29,8.53,64.27,3.7,66.39,46.28,0.34,69.13
31076.83,0.15,77.76,0.08,-0.19,0.39,12.43,0.91,438390055,37.54,5.41,0.24,68.06,54.16,5.85,69.29,4.79,89.82,67.59,0.41,70.45
58531.01,0.78,60.68,0.13,0.14,0.59,19.82,0.59,1495790077,30.65,6.59,0.17,59.14,44.63,2.74,49.36,7.59,51.3,49.02,0.52,64.09
57635.76,0.48,59.36,0.28,0.45,0.86,12.16,0.88,83226969,73.79,5.01,0.82,78.43,57.13,9.03,64.3,4.44,48.01,32.78,0.44,62.8
31586.05,0.47,51.19,0.21,0.47,0.79,7.36,0.95,1211114767,60.95,4.53,0.25,70.05,34.83,3.14,55.05,4.28,92.39,61.21,0.6,89.78
24052.33,1.0,67.55,0.54,0.33,0.78,19.13,0.68,616162800,50.98,5.57,0.57,92.59,31.46,2.16,95.13,6.38,72.33,67.02,0.09,87.75
4193.93,0.49,61.59,0.61,0.35,0.5,10.63,0.59,973904801,70.69,7.93,0.99,51.58,24.94,3.79,69.27,7.09,50.46,40.79,0.71,67.93
27035.98,0.41,55.56,0.65,0.48,0.34,13.46,0.6,1329986015,35.75,4.51,0.62,63.47,55.44,6.99,38.03,6.5,49.27,63.23,0.51,71.37
59361.87,0.41,79.49,0.18,0.32,0.18,9.78,0.52,1083919570,57.66,7.25,0.81,60.6,55.31,6.85,69.52,4.72,92.61,56.9,0.36,65.46
51006.32,0.33,54.59,0.75,0.23,0.11,11.05,0.79,508600729,74.32,8.95,0.73,82.8,32.31,5.57,57.41,6.82,43.37,77.81,0.86,52.27
3123.4,0.05,81.6,0.42,0.44,0.73,2.11,0.83,1497601168,82.41,5.87,0.81,66.59,21.05,7.05,99.91,4.32,56.12,17.65,0.48,84.16
40196.31,0.63,61.52,0.25,0.4,0.38,5.55,0.93,723019686,56.76,5.39,0.8,88.18,37.98,5.87,53.68,7.97,90.23,61.01,0.23,70.05
3917.4,0.07,68.81,0.67,0.22,0.47,10.98,0.92,918070274,39.76,8.86,0.0,99.97,48.43,8.04,66.86,6.85,43.93,71.51,0.82,57.5
51234.88,0.9,67.93,0.24,-0.1,0.03,8.22,0.67,886522607,74.54,6.82,0.83,48.2,53.37,2.19,30.44,6.17,67.46,77.29,0.66,94.63
33676.02,0.7,78.09,0.57,0.49,0.97,14.82,0.85,694641640,44.76,4.32,0.01,42.51,50.94,8.15,66.92,7.77,40.59,30.54,0.24,67.03
57640.75,0.96,53.13,0.2,-0.05,0.63,19.86,0.78,890342694,77.43,8.03,0.41,64.05,35.85,5.64,89.78,6.2,65.5,59.18,0.27,76.26
21474.65,0.41,69.62,0.25,-0.04,0.09,12.54,0.67,336994672,52.12,5.17,0.14,49.45,53.6,5.02,61.59,8.0,73.79,63.02,0.03,58.93
12348.25,0.04,76.62,0.57,0.16,0.02,18.72,0.77,362099299,40.51,5.1,0.41,81.91,45.54,6.34,45.67,4.65,94.36,58.77,0.87,53.61
24851.5,0.39,55.58,0.61,0.04,0.39,8.24,0.83,855848878,34.03,5.45,0.14,79.72,21.08,9.54,62.34,7.73,94.79,17.15,0.52,90.75
18540.74,0.76,64.43,0.47,0.22,0.8,17.51,0.77,1350260145,51.46,7.79,0.91,45.19,42.59,4.75,69.93,5.95,44.82,25.74,0.51,67.06
53196.26,0.68,67.77,0.54,0.06,0.9,6.75,0.62,874481773,72.13,7.64,0.92,73.46,59.43,4.94,40.2,7.07,84.76,43.82,0.34,85.15
37136.88,0.6,83.71,0.22,0.31,0.64,8.99,0.52,1309650353,56.32,5.72,0.96,43.52,36.85,6.58,87.28,7.52,48.56,42.11,0.49,59.21
22537.7,0.57,66.0,0.89,-0.14,0.22,14.49,0.59,1259332265,78.2,4.89,0.42,79.53,50.43,4.08,66.93,3.98,40.93,56.39,0.25,75.0
29008.94,0.42,77.12,0.39,0.14,0.09,15.22,0.55,441597754,75.06,4.76,0.37,87.06,56.62,6.57,40.31,5.75,88.96,48.39,0.24,51.42
33875.92,0.58,81.31,0.49,0.14,0.39,7.09,0.73,331634486,46.74,7.05,0.28,88.55,49.59,7.44,45.83,8.7,58.46,29.66,0.37,66.86
22050.98,0.46,79.49,0.97,0.29,0.92,8.77,0.71,645915224,33.2,7.24,0.33,95.39,37.22,7.69,80.58,7.98,78.28,44.82,0.06,60.0
5441.06,0.86,58.39,0.77,0.22,0.84,16.74,0.54,87828246,58.02,6.31,0.69,82.73,52.26,6.86,80.44,3.39,85.79,70.92,0.22,87.56
11924.74,0.48,50.15,0.48,0.3,0.8,19.05,0.68,277607352,89.54,8.0,0.08,91.84,54.76,3.33,78.35,4.17,67.86,48.22,0.17,70.8
26142.94,0.45,52.19,0.82,-0.01,0.1,15.9,0.73,132538617,42.63,4.88,0.77,41.23,22.22,7.51,47.59,5.07,51.25,48.65,0.49,59.4
28602.44,0.55,79.49,0.04,-0.02,0.88,14.19,0.79,363509726,46.65,8.37,0.63,73.47,27.77,9.62,53.01,5.01,46.99,17.15,0.52,84.48
57194.62,0.92,62.5,0.88,0.44,0.05,13.85,0.52,322181866,67.17,5.13,0.48,97.92,30.41,8.7,63.41,7.21,54.46,46.39,0.22,50.77
45839.83,0.23,62.51,0.61,0.27,0.35,19.04,0.98,743299127,49.77,8.62,0.69,98.03,22.33,8.89,75.48,4.08,58.84,22.89,0.72,60.37
14440.24,0.83,60.03,0.58,0.39,0.21,19.93,0.69,1042668037,50.22,8.77,0.66,71.18,27.65,5.46,34.01,6.96,66.11,74.21,0.44,93.34
57563.17,0.18,74.46,0.03,-0.18,0.37,6.53,0.78,323524443,55.01,5.33,0.94,97.83,38.41,3.11,46.3,6.3,70.05,19.23,0.81,96.92
52843.16,0.99,54.31,0.9,-0.17,0.23,14.88,0.52,306901485,42.25,6.94,0.54,45.63,53.71,6.22,81.39,7.53,89.3,24.27,0.23,69.27
31037.71,0.72,70.79,0.47,0.36,0.09,3.25,0.74,479126403,53.62,6.32,0.41,71.57,48.65,5.64,36.76,6.13,93.28,62.22,0.29,93.24
57435.14,0.18,66.54,0.33,0.04,0.58,10.24,0.56,1247796441,68.45,7.04,0.93,52.11,53.84,3.44,80.17,8.95,69.23,79.81,0.52,88.46
7743.19,0.04,72.25,0.59,0.17,0.97,7.35,0.67,1163766306,66.9,5.32,0.71,76.8,28.03,9.97,72.55,4.08,41.28,45.85,0.15,63.4
49029.06,0.47,81.14,0.14,-0.14,0.17,2.1,0.9,634918314,69.26,5.63,0.5,86.42,29.98,7.59,99.99,7.59,68.87,55.09,0.51,66.16
56331.81,0.59,84.38,0.41,0.01,0.27,6.58,0.79,384008324,64.42,4.52,0.57,93.54,21.44,8.13,57.15,5.36,53.25,79.08,0.3,61.81
56706.29,0.65,72.07,0.11,0.01,0.3,10.76,0.81,920275136,86.97,8.11,0.89,45.02,45.44,7.2,87.46,3.47,82.72,69.79,0.03,89.94
31428.44,0.47,74.34,0.64,0.38,0.83,4.41,0.81,673933252,51.82,7.98,0.15,56.88,33.01,7.93,96.66,7.13,60.27,70.46,0.51,91.42
46138.74,0.27,63.11,0.04,0.13,0.93,5.38,0.62,492029552,71.3,7.54,0.88,68.34,32.52,2.54,44.16,5.2,57.05,68.81,0.25,55.78
9263.81,0.68,71.16,0.77,0.17,0.22,14.37,0.78,77310862,72.3,7.9,0.32,84.56,27.39,7.0,49.97,8.68,41.74,76.63,0.43,69.83
